"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLRCEUS","201001","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201002","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201003","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201004","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201005","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201006","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201007","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201008","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201009","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201010","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201011","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201012","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201013","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201101","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201102","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201103","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201104","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201105","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201106","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201107","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201108","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201109","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201110","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201111","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201112","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201113","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201201","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201202","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201203","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201204","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201205","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201206","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201207","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201208","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201209","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201210","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201211","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201212","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201213","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201301","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201302","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201303","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201304","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201305","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201306","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201307","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201308","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201309","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201310","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201311","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201312","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201313","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201401","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201402","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201403","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201404","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201405","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201406","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201407","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201408","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201409","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201410","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201411","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201412","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201413","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201501","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201502","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201503","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201504","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201505","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201506","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201507","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201508","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201509","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201510","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201511","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201512","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201513","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201601","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201602","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201603","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201604","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201605","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201606","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201607","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201608","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201609","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201610","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201611","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201612","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201613","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201701","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201702","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201703","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201704","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201705","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201706","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201707","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201708","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201709","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201710","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201711","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201712","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201713","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201801","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201802","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201803","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201804","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201805","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201806","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201807","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201808","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201809","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201810","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201811","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201812","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201813","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201901","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201902","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201903","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201904","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201905","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201906","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201907","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201908","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201909","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201910","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201911","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201912","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","201913","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202001","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202002","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202003","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202004","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202005","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202006","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202007","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202008","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202009","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202010","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202011","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202012","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202013","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202101","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202102","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202103","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202104","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202105","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202106","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202107","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202108","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202109","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202110","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202111","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202112","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202113","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202201","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202202","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202203","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202204","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202205","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202206","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202207","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","202208","Not Available","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197301","45.623","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197302","40.402","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197303","35.06","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197304","25.186","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197305","17.641","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197306","11.2","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197307","8.128","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197308","7.704","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197309","8.616","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197310","11.083","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197311","21.217","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197312","31.929","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197313","263.791","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197401","44.339","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197402","37.367","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197403","32.437","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197404","26.161","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197405","17.146","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197406","11.69","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197407","9.025","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197408","7.712","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197409","8.403","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197410","12.764","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197411","19.46","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197412","33.261","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197413","259.764","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197501","40.585","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197502","39.596","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197503","36.637","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197504","32.266","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197505","18.237","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197506","11.013","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197507","9.044","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197508","7.764","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197509","8.325","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197510","12.077","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197511","17.808","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197512","32.859","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197513","266.21","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197601","45.543","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197602","39.945","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197603","31.244","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197604","23.907","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197605","17.054","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197606","11.929","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197607","9.195","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197608","7.603","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197609","8.228","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197610","13.065","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197611","25.456","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197612","39.651","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197613","272.821","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197701","50.596","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197702","44.473","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197703","30.287","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197704","21.672","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197705","13.597","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNRCEUS","197706","9.841","2","Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
